customer_id,activation_date,churn_date,study_end_date,last_observed_date,churn_label,customer_status,survival_time_days,survival_time_months,age,marital_status,monthly_charges,device_type,internet_service,contract_type,payment_method,tech_support,online_security,streaming_tv
CUST-07288,05/02/2026,,31/03/2026,31/03/2026,0,No,54,1.774,38,Single,74.71,Smartphone,Fiber,12-month,Cash/Agent,Yes,No,Yes
CUST-07289,01/06/2025,,31/03/2026,31/03/2026,0,No,303,9.955,58,Married,47.85,Smartphone,Mobile Data,12-month,Mobile Money,Yes,Yes,Not applicable
CUST-07290,07/02/2025,,31/03/2026,31/03/2026,0,No,417,13.7,73,Single,69.13,Smartphone,4G/5G Fixed Wireless,Month-to-month,Mobile Money,Yes,Not applicable,No
CUST-07291,03/06/2025,,31/03/2026,31/03/2026,0,No,301,9.889,30,Married,49.06,Tablet,4G/5G Fixed Wireless,12-month,Cash/Agent,No,Yes,Not applicable
CUST-07292,19/10/2025,,31/03/2026,31/03/2026,0,No,163,5.355,28,Married,45.32,Smartphone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,No,No,No
CUST-07293,23/02/2026,23/03/2026,31/03/2026,23/03/2026,1,Yes,28,0.92,58,Married,62.33,Smartphone,Fiber,Month-to-month,Mobile Money,Yes,No,Not applicable
CUST-07294,06/12/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,115,3.778,28,Single,27.77,Smartphone,DSL,Month-to-month,Bank Transfer,No,Not applicable,Yes
CUST-07295,27/10/2025,18/12/2025,31/03/2026,18/12/2025,1,Yes,52,1.708,29,Married,71.32,Smartphone,4G/5G Fixed Wireless,Month-to-month,Mobile Money,No,Not applicable,No
CUST-07296,05/03/2026,31/03/2026,31/03/2026,31/03/2026,1,Yes,26,0.854,64,Single,60.02,Smartphone,4G/5G Fixed Wireless,Month-to-month,Mobile Money,No,Not applicable,Not applicable
CUST-07297,26/06/2025,,31/03/2026,31/03/2026,0,No,278,9.133,73,Married,8,Tablet,None,Month-to-month,Cash/Agent,No,Yes,Not applicable
CUST-07298,25/02/2025,20/04/2025,31/03/2026,20/04/2025,1,Yes,54,1.774,28,Divorced/Widowed,32.85,Smartphone,DSL,Month-to-month,Cash/Agent,No,Not applicable,No
CUST-07299,13/12/2025,15/12/2025,31/03/2026,15/12/2025,1,Yes,2,0.066,48,Single,37.65,Smartphone,Mobile Data,24-month,Bank Transfer,No,Not applicable,Not applicable
CUST-07300,08/05/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,327,10.743,31,Divorced/Widowed,53.3,Smartphone,Mobile Data,12-month,Card,Yes,No,Yes
CUST-07301,08/05/2025,24/01/2026,31/03/2026,24/01/2026,1,Yes,261,8.575,69,Married,54.73,Router/MiFi,Fiber,Month-to-month,Mobile Money,No,Not applicable,Yes
CUST-07302,29/06/2025,,31/03/2026,31/03/2026,0,No,275,9.035,41,Married,9.77,Smartphone,None,Month-to-month,Cash/Agent,Yes,No,Yes
CUST-07303,22/02/2026,,31/03/2026,31/03/2026,0,No,37,1.216,45,Single,80.09,Router/MiFi,Fiber,Month-to-month,Card,Yes,Not applicable,Not applicable
CUST-07304,09/10/2025,12/10/2025,31/03/2026,12/10/2025,1,Yes,3,0.099,77,Divorced/Widowed,57.62,Tablet,Fiber,Month-to-month,Cash/Agent,No,Yes,Yes
CUST-07305,18/10/2025,17/12/2025,31/03/2026,17/12/2025,1,Yes,60,1.971,61,Single,54.78,Tablet,Mobile Data,Month-to-month,Mobile Money,No,No,Yes
CUST-07306,26/11/2025,,31/03/2026,31/03/2026,0,No,125,4.107,74,Married,54.37,Router/MiFi,4G/5G Fixed Wireless,12-month,Card,No,Not applicable,Yes
CUST-07307,02/12/2025,06/12/2025,31/03/2026,06/12/2025,1,Yes,4,0.131,28,Single,9.95,Router/MiFi,DSL,12-month,Bank Transfer,Yes,No,No
CUST-07308,06/05/2025,,31/03/2026,31/03/2026,0,No,329,10.809,64,Married,70.16,Smartphone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,Yes,Yes,No
CUST-07309,31/08/2025,02/02/2026,31/03/2026,02/02/2026,1,Yes,155,5.092,23,Married,75.91,Smartphone,Mobile Data,12-month,Card,No,No,Yes
CUST-07310,01/01/2026,,31/03/2026,31/03/2026,0,No,89,2.924,33,Married,64.75,Feature Phone,Fiber,12-month,Cash/Agent,Yes,Yes,Yes
CUST-07311,15/03/2025,,31/03/2026,31/03/2026,0,No,381,12.517,74,Married,85.57,Smartphone,Fiber,24-month,Mobile Money,No,No,Yes
CUST-07312,25/02/2026,,31/03/2026,31/03/2026,0,No,34,1.117,34,Married,38.57,Feature Phone,Mobile Data,24-month,Cash/Agent,Yes,Yes,No
CUST-07313,20/10/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,162,5.322,70,Married,89.91,Router/MiFi,Fiber,Month-to-month,Cash/Agent,Yes,No,Yes
CUST-07314,21/08/2025,27/09/2025,31/03/2026,27/09/2025,1,Yes,37,1.216,35,Married,56.17,Feature Phone,Fiber,Month-to-month,Card,No,Yes,Not applicable
CUST-07315,01/03/2026,29/03/2026,31/03/2026,29/03/2026,1,Yes,28,0.92,25,Single,23.99,Router/MiFi,Mobile Data,Month-to-month,Mobile Money,No,Not applicable,Not applicable
CUST-07316,10/05/2025,,31/03/2026,31/03/2026,0,No,325,10.678,61,Divorced/Widowed,42.79,Feature Phone,Mobile Data,24-month,Cash/Agent,No,Yes,No
CUST-07317,25/12/2025,,31/03/2026,31/03/2026,0,No,96,3.154,68,Married,25.55,Smartphone,None,Month-to-month,Cash/Agent,Yes,Yes,No
CUST-07318,21/01/2026,10/02/2026,31/03/2026,10/02/2026,1,Yes,20,0.657,39,Single,8,Router/MiFi,None,12-month,Mobile Money,Yes,No,No
CUST-07319,18/05/2025,,31/03/2026,31/03/2026,0,No,317,10.415,51,Married,69.87,Smartphone,Fiber,12-month,Mobile Money,No,Not applicable,Yes
CUST-07320,13/06/2025,,31/03/2026,31/03/2026,0,No,291,9.561,34,Married,36.69,Router/MiFi,DSL,Month-to-month,Bank Transfer,No,Yes,No
CUST-07321,04/12/2025,,31/03/2026,31/03/2026,0,No,117,3.844,50,Single,38.28,Smartphone,Fiber,Month-to-month,Card,No,Not applicable,No
CUST-07322,22/10/2025,29/11/2025,31/03/2026,29/11/2025,1,Yes,38,1.248,42,Single,46.58,Smartphone,4G/5G Fixed Wireless,Month-to-month,Mobile Money,Yes,Not applicable,Yes
CUST-07323,11/11/2025,,31/03/2026,31/03/2026,0,No,140,4.6,33,Married,40.59,Smartphone,Mobile Data,12-month,Card,Yes,No,No
CUST-07324,27/04/2025,,31/03/2026,31/03/2026,0,No,338,11.105,23,Married,65.9,Smartphone,Fiber,Month-to-month,Bank Transfer,No,No,No
CUST-07325,11/04/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,354,11.63,54,Married,59.43,Smartphone,Fiber,Month-to-month,Cash/Agent,Yes,No,No
CUST-07326,08/08/2025,27/10/2025,31/03/2026,27/10/2025,1,Yes,80,2.628,45,Married,69.7,Smartphone,Fiber,12-month,Card,No,Not applicable,Not applicable
CUST-07327,11/02/2026,,31/03/2026,31/03/2026,0,No,48,1.577,74,Single,33.61,Feature Phone,DSL,12-month,Mobile Money,No,No,Not applicable
CUST-07328,03/02/2026,,31/03/2026,31/03/2026,0,No,56,1.84,53,Married,61.84,Smartphone,4G/5G Fixed Wireless,12-month,Mobile Money,No,No,No
CUST-07329,13/02/2026,,31/03/2026,31/03/2026,0,No,46,1.511,77,Single,64.56,Smartphone,4G/5G Fixed Wireless,12-month,Bank Transfer,Yes,Not applicable,Not applicable
CUST-07330,24/01/2026,,31/03/2026,31/03/2026,0,No,66,2.168,76,Married,15.91,Smartphone,None,24-month,Cash/Agent,No,No,Not applicable
CUST-07331,13/06/2025,,31/03/2026,31/03/2026,0,No,291,9.561,34,Single,23.82,Tablet,DSL,Month-to-month,Card,No,Yes,Yes
CUST-07332,19/06/2025,16/07/2025,31/03/2026,16/07/2025,1,Yes,27,0.887,30,Married,43.2,Router/MiFi,Mobile Data,Month-to-month,Bank Transfer,Yes,Yes,No
CUST-07333,24/06/2025,02/07/2025,31/03/2026,02/07/2025,1,Yes,8,0.263,46,Single,89.24,Tablet,Fiber,Month-to-month,Bank Transfer,Yes,Yes,No
CUST-07334,24/12/2025,,31/03/2026,31/03/2026,0,No,97,3.187,47,Single,64.88,Router/MiFi,Fiber,12-month,Bank Transfer,Yes,Yes,Not applicable
CUST-07335,18/04/2025,,31/03/2026,31/03/2026,0,No,347,11.4,72,Single,23.71,Smartphone,None,Month-to-month,Bank Transfer,No,Not applicable,Not applicable
CUST-07336,16/04/2025,,31/03/2026,31/03/2026,0,No,349,11.466,53,Married,37.21,Feature Phone,Mobile Data,Month-to-month,Card,No,Yes,Not applicable
CUST-07337,26/08/2025,24/09/2025,31/03/2026,24/09/2025,1,Yes,29,0.953,25,Married,44.67,Router/MiFi,4G/5G Fixed Wireless,12-month,Bank Transfer,No,Yes,Yes
CUST-07338,05/01/2025,,31/03/2026,31/03/2026,0,No,450,14.784,78,Single,51.27,Smartphone,4G/5G Fixed Wireless,12-month,Cash/Agent,No,Yes,No
CUST-07339,12/01/2025,07/04/2025,31/03/2026,07/04/2025,1,Yes,85,2.793,38,Married,44.6,Smartphone,Mobile Data,Month-to-month,Mobile Money,Yes,No,Yes
CUST-07340,29/04/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,336,11.039,30,Married,41.18,Smartphone,Mobile Data,Month-to-month,Mobile Money,No,Yes,Not applicable
CUST-07341,17/12/2025,,31/03/2026,31/03/2026,0,No,104,3.417,63,Married,35.74,Router/MiFi,Mobile Data,Month-to-month,Card,No,Not applicable,Not applicable
CUST-07342,09/03/2025,,31/03/2026,31/03/2026,0,No,387,12.715,63,Single,30.81,Router/MiFi,Mobile Data,Month-to-month,Card,No,Not applicable,Not applicable
CUST-07343,10/05/2025,,31/03/2026,31/03/2026,0,No,325,10.678,70,Divorced/Widowed,70.1,Router/MiFi,Fiber,Month-to-month,Cash/Agent,Yes,Not applicable,Not applicable
CUST-07344,31/03/2026,,31/03/2026,31/03/2026,0,No,0,0,41,Married,55.62,Router/MiFi,Mobile Data,Month-to-month,Cash/Agent,No,No,No
CUST-07345,03/04/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,362,11.893,42,Married,23.99,Router/MiFi,None,Month-to-month,Cash/Agent,Yes,No,Yes
CUST-07346,25/06/2025,,31/03/2026,31/03/2026,0,No,279,9.166,46,Single,34.98,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Mobile Money,No,Not applicable,No
CUST-07347,05/05/2025,,31/03/2026,31/03/2026,0,No,330,10.842,49,Single,31.64,Router/MiFi,Mobile Data,Month-to-month,Mobile Money,Yes,No,Yes
CUST-07348,26/01/2026,,31/03/2026,31/03/2026,0,No,64,2.103,35,Married,34.11,Router/MiFi,DSL,12-month,Cash/Agent,No,Yes,Yes
CUST-07349,21/07/2025,,31/03/2026,31/03/2026,0,No,253,8.312,33,Divorced/Widowed,43.14,Smartphone,Mobile Data,Month-to-month,Card,No,Yes,Not applicable
CUST-07350,29/03/2025,13/12/2025,31/03/2026,13/12/2025,1,Yes,259,8.509,63,Single,75.81,Smartphone,Fiber,Month-to-month,Bank Transfer,Yes,No,Yes
CUST-07351,19/03/2025,20/06/2025,31/03/2026,20/06/2025,1,Yes,93,3.055,43,Married,60.23,Smartphone,Fiber,Month-to-month,Bank Transfer,Yes,Yes,Not applicable
CUST-07352,07/12/2025,,31/03/2026,31/03/2026,0,No,114,3.745,53,Married,39.81,Smartphone,Mobile Data,12-month,Card,No,No,Not applicable
CUST-07353,24/01/2026,,31/03/2026,31/03/2026,0,No,66,2.168,42,Single,83.8,Router/MiFi,Fiber,12-month,Bank Transfer,No,Not applicable,Yes
CUST-07354,11/07/2025,,31/03/2026,31/03/2026,0,No,263,8.641,60,Single,38.56,Smartphone,4G/5G Fixed Wireless,24-month,Cash/Agent,No,Not applicable,Not applicable
CUST-07355,10/04/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,355,11.663,57,Married,22.1,Smartphone,DSL,Month-to-month,Bank Transfer,No,No,Not applicable
CUST-07356,04/01/2026,26/01/2026,31/03/2026,26/01/2026,1,Yes,22,0.723,22,Married,56,Tablet,Mobile Data,12-month,Bank Transfer,Yes,Not applicable,No
CUST-07357,15/12/2025,,31/03/2026,31/03/2026,0,No,106,3.483,28,Single,64.35,Tablet,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,Yes,No,Yes
CUST-07358,17/08/2025,15/12/2025,31/03/2026,15/12/2025,1,Yes,120,3.943,22,Single,60.7,Smartphone,Fiber,12-month,Bank Transfer,No,No,No
CUST-07359,04/01/2025,,31/03/2026,31/03/2026,0,No,451,14.817,75,Single,53.18,Smartphone,Mobile Data,Month-to-month,Cash/Agent,Yes,Not applicable,Not applicable
CUST-07360,03/10/2025,24/10/2025,31/03/2026,24/10/2025,1,Yes,21,0.69,43,Married,43.57,Smartphone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,Yes,Yes,Not applicable
CUST-07361,03/02/2026,,31/03/2026,31/03/2026,0,No,56,1.84,33,Married,51.2,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Mobile Money,Yes,No,No
CUST-07362,17/11/2025,,31/03/2026,31/03/2026,0,No,134,4.402,37,Married,23.33,Tablet,None,Month-to-month,Mobile Money,Yes,No,No
CUST-07363,06/01/2026,,31/03/2026,31/03/2026,0,No,84,2.76,71,Married,52.64,Smartphone,Mobile Data,12-month,Bank Transfer,Yes,No,No
CUST-07364,24/11/2025,,31/03/2026,31/03/2026,0,No,127,4.172,21,Single,16.16,Router/MiFi,None,Month-to-month,Bank Transfer,Yes,Yes,Yes
CUST-07365,02/03/2025,,31/03/2026,31/03/2026,0,No,394,12.945,21,Divorced/Widowed,23.12,Router/MiFi,Mobile Data,Month-to-month,Mobile Money,No,Yes,No
CUST-07366,21/02/2026,,31/03/2026,31/03/2026,0,No,38,1.248,60,Married,43.67,Smartphone,Mobile Data,Month-to-month,Mobile Money,Yes,No,No
CUST-07367,18/05/2025,,31/03/2026,31/03/2026,0,No,317,10.415,60,Single,36.02,Tablet,Mobile Data,Month-to-month,Card,Yes,Not applicable,Yes
CUST-07368,13/01/2025,02/10/2025,31/03/2026,02/10/2025,1,Yes,262,8.608,58,Married,29.87,Smartphone,Mobile Data,Month-to-month,Card,No,Not applicable,Yes
CUST-07369,07/03/2026,31/03/2026,31/03/2026,31/03/2026,1,Yes,24,0.789,40,Single,43.28,Tablet,4G/5G Fixed Wireless,12-month,Card,No,No,Yes
CUST-07370,25/09/2025,05/12/2025,31/03/2026,05/12/2025,1,Yes,71,2.333,71,Divorced/Widowed,19.84,Router/MiFi,Mobile Data,Month-to-month,Cash/Agent,No,No,No
CUST-07371,05/12/2025,,31/03/2026,31/03/2026,0,No,116,3.811,44,Married,40.63,Smartphone,Mobile Data,Month-to-month,Card,No,Not applicable,Yes
CUST-07372,20/08/2025,07/12/2025,31/03/2026,07/12/2025,1,Yes,109,3.581,28,Married,72.04,Smartphone,Fiber,Month-to-month,Bank Transfer,No,Not applicable,Yes
CUST-07373,05/02/2025,,31/03/2026,31/03/2026,0,No,419,13.766,20,Married,74.93,Smartphone,Fiber,24-month,Card,Yes,No,Yes
CUST-07374,15/06/2025,03/10/2025,31/03/2026,03/10/2025,1,Yes,110,3.614,33,Married,45.34,Feature Phone,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,No,Not applicable,Not applicable
CUST-07375,30/06/2025,,31/03/2026,31/03/2026,0,No,274,9.002,70,Single,16.68,Smartphone,None,24-month,Cash/Agent,Yes,Yes,Not applicable
CUST-07376,20/07/2025,,31/03/2026,31/03/2026,0,No,254,8.345,38,Single,58.83,Tablet,4G/5G Fixed Wireless,24-month,Bank Transfer,No,Not applicable,Yes
CUST-07377,17/03/2026,31/03/2026,31/03/2026,31/03/2026,1,Yes,14,0.46,60,Single,35.23,Feature Phone,Mobile Data,12-month,Card,No,Not applicable,No
CUST-07378,20/02/2025,30/04/2025,31/03/2026,30/04/2025,1,Yes,69,2.267,42,Married,44.66,Router/MiFi,Fiber,12-month,Cash/Agent,No,No,Not applicable
CUST-07379,21/01/2026,23/03/2026,31/03/2026,23/03/2026,1,Yes,61,2.004,57,Single,56.3,Feature Phone,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,No,Not applicable,Yes
CUST-07380,09/08/2025,,31/03/2026,31/03/2026,0,No,234,7.688,66,Single,67.1,Smartphone,4G/5G Fixed Wireless,12-month,Bank Transfer,Yes,No,Yes
CUST-07381,23/12/2025,13/01/2026,31/03/2026,13/01/2026,1,Yes,21,0.69,56,Married,56.72,Router/MiFi,Fiber,Month-to-month,Mobile Money,No,No,Not applicable
CUST-07382,17/08/2025,18/08/2025,31/03/2026,18/08/2025,1,Yes,1,0.033,71,Single,50.08,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Cash/Agent,Yes,No,No
CUST-07383,10/06/2025,,31/03/2026,31/03/2026,0,No,294,9.659,67,Single,41.69,Smartphone,None,Month-to-month,Card,No,No,Not applicable
CUST-07384,21/04/2025,20/10/2025,31/03/2026,20/10/2025,1,Yes,182,5.979,49,Divorced/Widowed,50.45,Smartphone,4G/5G Fixed Wireless,12-month,Cash/Agent,Yes,Yes,Yes
CUST-07385,06/03/2026,,31/03/2026,31/03/2026,0,No,25,0.821,53,Married,47.4,Smartphone,4G/5G Fixed Wireless,12-month,Mobile Money,Yes,No,No
CUST-07386,11/10/2025,,31/03/2026,31/03/2026,0,No,171,5.618,32,Married,63.51,Smartphone,Fiber,24-month,Cash/Agent,No,Yes,No
CUST-07387,31/07/2025,15/08/2025,31/03/2026,15/08/2025,1,Yes,15,0.493,68,Married,56.23,Smartphone,Fiber,Month-to-month,Bank Transfer,Yes,Not applicable,Not applicable
CUST-07388,15/03/2025,,31/03/2026,31/03/2026,0,No,381,12.517,60,Married,42.28,Smartphone,Mobile Data,Month-to-month,Cash/Agent,No,No,Not applicable
CUST-07389,23/04/2025,,31/03/2026,31/03/2026,0,No,342,11.236,32,Single,41.17,Smartphone,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,No,No,Not applicable
CUST-07390,18/03/2025,,31/03/2026,31/03/2026,0,No,378,12.419,53,Married,30.59,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Bank Transfer,No,Not applicable,Yes
CUST-07391,28/10/2025,,31/03/2026,31/03/2026,0,No,154,5.06,23,Married,43.64,Smartphone,Mobile Data,Month-to-month,Bank Transfer,Yes,No,Not applicable
CUST-07392,26/11/2025,,31/03/2026,31/03/2026,0,No,125,4.107,70,Single,81.24,Router/MiFi,Fiber,Month-to-month,Bank Transfer,Yes,Yes,Not applicable
CUST-07393,14/01/2026,26/01/2026,31/03/2026,26/01/2026,1,Yes,12,0.394,73,Divorced/Widowed,64.5,Feature Phone,4G/5G Fixed Wireless,Month-to-month,Card,Yes,Not applicable,Yes
CUST-07394,25/04/2025,,31/03/2026,31/03/2026,0,No,340,11.17,60,Married,44.34,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Card,No,Yes,No
CUST-07395,10/03/2025,,31/03/2026,31/03/2026,0,No,386,12.682,76,Divorced/Widowed,42.63,Smartphone,Fiber,12-month,Mobile Money,No,Yes,Yes
CUST-07396,11/02/2025,,31/03/2026,31/03/2026,0,No,413,13.569,34,Married,74.17,Router/MiFi,Fiber,Month-to-month,Mobile Money,No,Not applicable,Not applicable
CUST-07397,30/01/2025,,31/03/2026,31/03/2026,0,No,425,13.963,30,Married,54.14,Router/MiFi,4G/5G Fixed Wireless,24-month,Bank Transfer,No,Not applicable,No
CUST-07398,24/01/2025,,31/03/2026,31/03/2026,0,No,431,14.16,74,Married,93.84,Smartphone,Fiber,12-month,Bank Transfer,No,Yes,Yes
CUST-07399,29/12/2025,,31/03/2026,31/03/2026,0,No,92,3.023,74,Single,53,Router/MiFi,Fiber,Month-to-month,Cash/Agent,Yes,Not applicable,No
CUST-07400,22/04/2025,22/11/2025,31/03/2026,22/11/2025,1,Yes,214,7.031,61,Single,41.98,Router/MiFi,Mobile Data,12-month,Bank Transfer,Yes,No,Yes
CUST-07401,24/02/2026,31/03/2026,31/03/2026,31/03/2026,1,Yes,35,1.15,25,Married,37.8,Tablet,Mobile Data,Month-to-month,Bank Transfer,Yes,Not applicable,Yes
CUST-07402,25/09/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,187,6.144,70,Married,38.58,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Mobile Money,Yes,Yes,Not applicable
CUST-07403,18/08/2025,,31/03/2026,31/03/2026,0,No,225,7.392,73,Married,61.72,Router/MiFi,Mobile Data,Month-to-month,Bank Transfer,Yes,Yes,No
CUST-07404,07/09/2025,,31/03/2026,31/03/2026,0,No,205,6.735,34,Married,62.38,Smartphone,Fiber,Month-to-month,Mobile Money,No,Yes,Not applicable
CUST-07405,12/01/2026,,31/03/2026,31/03/2026,0,No,78,2.563,68,Single,58.01,Smartphone,Mobile Data,Month-to-month,Cash/Agent,Yes,Yes,Yes
CUST-07406,16/06/2025,31/01/2026,31/03/2026,31/01/2026,1,Yes,229,7.524,64,Single,35.08,Feature Phone,DSL,12-month,Card,Yes,Not applicable,Not applicable
CUST-07407,20/01/2026,,31/03/2026,31/03/2026,0,No,70,2.3,38,Single,90.1,Smartphone,Fiber,24-month,Cash/Agent,No,Yes,No
CUST-07408,03/07/2025,,31/03/2026,31/03/2026,0,No,271,8.903,61,Single,60.41,Router/MiFi,4G/5G Fixed Wireless,24-month,Bank Transfer,Yes,Not applicable,Not applicable
CUST-07409,02/11/2025,,31/03/2026,31/03/2026,0,No,149,4.895,74,Married,37.39,Feature Phone,Mobile Data,Month-to-month,Cash/Agent,No,Yes,Not applicable
CUST-07410,15/01/2025,,31/03/2026,31/03/2026,0,No,440,14.456,73,Married,61.42,Router/MiFi,Mobile Data,12-month,Card,Yes,Yes,Not applicable
CUST-07411,18/02/2026,,31/03/2026,31/03/2026,0,No,41,1.347,42,Married,52.25,Router/MiFi,Fiber,12-month,Mobile Money,Yes,Yes,Yes
CUST-07412,08/02/2026,31/03/2026,31/03/2026,31/03/2026,1,Yes,51,1.676,48,Single,43.26,Smartphone,Fiber,12-month,Cash/Agent,Yes,Not applicable,No
CUST-07413,23/04/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,342,11.236,24,Married,45.28,Tablet,Mobile Data,12-month,Card,No,Yes,No
CUST-07414,29/08/2025,04/11/2025,31/03/2026,04/11/2025,1,Yes,67,2.201,22,Single,51.14,Smartphone,4G/5G Fixed Wireless,Month-to-month,Card,No,No,Yes
CUST-07415,29/12/2025,,31/03/2026,31/03/2026,0,No,92,3.023,52,Divorced/Widowed,70.64,Tablet,Fiber,12-month,Card,Yes,Not applicable,Not applicable
CUST-07416,29/01/2026,,31/03/2026,31/03/2026,0,No,61,2.004,60,Single,75.25,Router/MiFi,Fiber,24-month,Mobile Money,Yes,Yes,Yes
CUST-07417,11/08/2025,,31/03/2026,31/03/2026,0,No,232,7.622,68,Married,22.84,Smartphone,None,12-month,Bank Transfer,Yes,No,Yes
CUST-07418,31/03/2025,,31/03/2026,31/03/2026,0,No,365,11.992,24,Divorced/Widowed,50.98,Smartphone,Mobile Data,12-month,Cash/Agent,No,No,Yes
CUST-07419,27/03/2026,,31/03/2026,31/03/2026,0,No,4,0.131,50,Married,50.78,Tablet,Fiber,Month-to-month,Cash/Agent,No,No,No
CUST-07420,01/04/2025,,31/03/2026,31/03/2026,0,No,364,11.959,32,Married,51.66,Smartphone,Fiber,Month-to-month,Mobile Money,Yes,Yes,Not applicable
CUST-07421,13/07/2025,06/09/2025,31/03/2026,06/09/2025,1,Yes,55,1.807,53,Divorced/Widowed,55.62,Feature Phone,Fiber,Month-to-month,Bank Transfer,Yes,No,Yes
CUST-07422,26/02/2025,,31/03/2026,31/03/2026,0,No,398,13.076,73,Single,77.79,Smartphone,Fiber,12-month,Cash/Agent,Yes,Not applicable,No
CUST-07423,23/08/2025,,31/03/2026,31/03/2026,0,No,220,7.228,40,Divorced/Widowed,8,Router/MiFi,None,12-month,Card,No,Not applicable,No
CUST-07424,13/11/2025,,31/03/2026,31/03/2026,0,No,138,4.534,46,Married,10.53,Smartphone,Mobile Data,Month-to-month,Mobile Money,Yes,Not applicable,No
CUST-07425,16/11/2025,29/12/2025,31/03/2026,29/12/2025,1,Yes,43,1.413,42,Married,46.37,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Card,No,Not applicable,Not applicable
CUST-07426,06/09/2025,,31/03/2026,31/03/2026,0,No,206,6.768,24,Married,52.07,Smartphone,DSL,Month-to-month,Card,Yes,Not applicable,Yes
CUST-07427,21/06/2025,,31/03/2026,31/03/2026,0,No,283,9.298,62,Single,55.71,Feature Phone,4G/5G Fixed Wireless,24-month,Mobile Money,No,Not applicable,Not applicable
CUST-07428,30/08/2025,02/10/2025,31/03/2026,02/10/2025,1,Yes,33,1.084,20,Single,31.03,Smartphone,Mobile Data,12-month,Mobile Money,Yes,Yes,Not applicable
CUST-07429,09/05/2025,14/06/2025,31/03/2026,14/06/2025,1,Yes,36,1.183,62,Married,68.38,Smartphone,4G/5G Fixed Wireless,12-month,Card,No,Not applicable,No
CUST-07430,04/01/2025,,31/03/2026,31/03/2026,0,No,451,14.817,29,Divorced/Widowed,52.47,Smartphone,4G/5G Fixed Wireless,24-month,Cash/Agent,Yes,Not applicable,Not applicable
CUST-07431,07/06/2025,11/12/2025,31/03/2026,11/12/2025,1,Yes,187,6.144,40,Married,37.74,Smartphone,Mobile Data,12-month,Cash/Agent,No,No,No
CUST-07432,30/01/2025,,31/03/2026,31/03/2026,0,No,425,13.963,37,Single,42.55,Smartphone,Mobile Data,Month-to-month,Bank Transfer,No,No,Not applicable
CUST-07433,31/01/2026,,31/03/2026,31/03/2026,0,No,59,1.938,57,Married,43.63,Smartphone,4G/5G Fixed Wireless,12-month,Mobile Money,Yes,Yes,Yes
CUST-07434,08/02/2026,,31/03/2026,31/03/2026,0,No,51,1.676,68,Married,13.01,Router/MiFi,None,12-month,Mobile Money,Yes,No,Not applicable
CUST-07435,04/02/2025,31/03/2026,31/03/2026,31/03/2026,1,Yes,420,13.799,62,Married,57.2,Smartphone,Fiber,12-month,Cash/Agent,Yes,Yes,Yes
CUST-07436,27/12/2025,,31/03/2026,31/03/2026,0,No,94,3.088,35,Single,63.48,Smartphone,Fiber,12-month,Bank Transfer,Yes,No,No
CUST-07437,14/08/2025,,31/03/2026,31/03/2026,0,No,229,7.524,66,Married,67.57,Smartphone,Fiber,Month-to-month,Cash/Agent,No,Not applicable,Yes
CUST-07438,11/03/2025,,31/03/2026,31/03/2026,0,No,385,12.649,51,Married,25.5,Router/MiFi,Mobile Data,Month-to-month,Cash/Agent,No,Not applicable,Yes
CUST-07439,18/12/2025,04/02/2026,31/03/2026,04/02/2026,1,Yes,48,1.577,34,Single,22.51,Feature Phone,Mobile Data,Month-to-month,Cash/Agent,No,No,Not applicable
CUST-07440,02/09/2025,,31/03/2026,31/03/2026,0,No,210,6.899,22,Single,8,Smartphone,None,Month-to-month,Cash/Agent,No,No,No
CUST-07441,02/10/2025,,31/03/2026,31/03/2026,0,No,180,5.914,68,Divorced/Widowed,33.75,Router/MiFi,4G/5G Fixed Wireless,Month-to-month,Mobile Money,Yes,Yes,No
CUST-07442,24/02/2025,,31/03/2026,31/03/2026,0,No,400,13.142,28,Single,63.35,Smartphone,4G/5G Fixed Wireless,24-month,Card,No,No,Not applicable
