customer_id,gender,age,senior_citizen,married,dependents,number_of_dependents,referred_a_friend,number_of_referrals,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,churn_label,tenure_in_months
3904,Female,21,No,Yes,No,0,Yes,3,Offer B,Yes,28.17,No,Yes,76,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,No,54
3905,Female,30,No,No,No,0,No,0,None,Yes,48.16,No,Yes,85,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,7
3906,Male,30,No,Yes,Yes,3,Yes,4,Offer D,Yes,38.55,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,No,16
3907,Female,55,No,No,No,0,No,0,Offer D,Yes,30.88,No,Yes,15,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,No,21
3908,Male,45,No,No,No,0,No,0,None,Yes,26.38,No,Yes,25,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,No,3
3909,Male,27,No,No,No,0,No,0,Offer D,Yes,18.33,No,Yes,76,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,11
3910,Female,39,No,No,No,0,No,0,Offer B,Yes,36.84,Yes,Yes,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,No,62
3911,Male,42,No,No,No,0,No,0,Offer D,Yes,33.16,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,No,18
3912,Male,20,No,No,Yes,1,No,0,None,Yes,17.53,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,6
3913,Female,45,No,No,No,0,No,0,Offer B,Yes,27.97,Yes,Yes,22,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,46
3914,Male,46,No,No,No,0,No,0,None,Yes,49.05,Yes,Yes,9,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,21
3915,Male,45,No,No,No,0,No,0,None,Yes,37.79,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,No,68
3916,Female,19,No,No,No,0,No,0,None,Yes,29.13,Yes,Yes,51,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,1
3917,Female,26,No,Yes,No,0,Yes,7,None,Yes,37.1,No,Yes,82,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,25
3918,Female,57,No,No,Yes,1,No,0,None,Yes,34.24,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,No,24
3919,Male,31,No,Yes,No,0,Yes,3,Offer B,Yes,29.4,Yes,Yes,21,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,No,51
3920,Female,33,No,Yes,No,0,Yes,2,Offer B,Yes,10.05,Yes,Yes,16,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,57
3921,Female,52,No,No,No,0,No,0,None,Yes,40.97,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,15
3922,Female,25,No,Yes,No,0,Yes,9,None,Yes,16.05,No,Yes,46,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,72
3923,Male,25,No,Yes,No,0,Yes,10,None,Yes,33.57,Yes,Yes,52,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,No,28
3924,Male,52,No,Yes,Yes,2,Yes,10,None,Yes,49.67,No,Yes,19,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,No,70
3925,Female,52,No,No,No,0,No,0,None,Yes,26.57,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,No,13
3926,Female,49,No,Yes,No,0,Yes,6,Offer B,Yes,13.32,No,Yes,22,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,No,62
3927,Female,30,No,No,No,0,No,0,None,Yes,7.41,No,Yes,51,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,No,21
3928,Female,28,No,No,No,0,No,0,None,Yes,15.25,No,Yes,82,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,2
3929,Female,38,No,No,No,0,No,0,None,Yes,45.59,No,Yes,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,No,1
3930,Male,63,No,No,No,0,No,0,None,Yes,44.36,No,Yes,20,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,4
3931,Female,45,No,No,No,0,No,0,None,Yes,18.57,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,19
3932,Male,48,No,Yes,Yes,2,Yes,6,None,Yes,5.48,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,No,67
3933,Male,35,No,Yes,No,0,Yes,8,Offer B,Yes,34.46,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,53
3934,Female,54,No,No,No,0,No,0,None,Yes,37.97,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,No,5
3935,Female,53,No,Yes,No,0,Yes,9,Offer B,Yes,46.49,Yes,Yes,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,No,50
3936,Male,38,No,Yes,Yes,1,Yes,3,Offer B,Yes,42.16,Yes,Yes,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,56
3937,Male,61,No,No,No,0,No,0,None,Yes,6.34,No,Yes,28,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,No,2
3938,Male,40,No,Yes,Yes,2,Yes,9,Offer B,Yes,26.12,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,46
3939,Male,42,No,Yes,No,0,Yes,4,None,Yes,6.19,Yes,Yes,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,71
3940,Female,30,No,No,No,0,No,0,None,No,0,No,Yes,59,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,29
3941,Male,23,No,Yes,Yes,3,Yes,1,None,Yes,33.09,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,69
3942,Male,32,No,Yes,No,0,Yes,4,None,Yes,15.12,Yes,Yes,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,71
3943,Male,38,No,No,No,0,No,0,Offer B,Yes,48.63,No,No,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,No,56
3944,Female,22,No,Yes,No,0,Yes,7,None,Yes,43.36,Yes,No,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,No,28
3945,Female,47,No,Yes,Yes,2,Yes,6,None,Yes,46.91,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,No,19
3946,Male,21,No,Yes,No,0,Yes,4,None,Yes,7.67,Yes,Yes,69,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,66
3947,Female,52,No,Yes,No,0,Yes,6,None,Yes,47.59,Yes,Yes,25,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,No,17
3948,Male,61,No,Yes,Yes,2,Yes,6,Offer B,Yes,49.51,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,No,52
3949,Female,19,No,No,No,0,No,0,None,Yes,24.35,No,Yes,69,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,No,19
3950,Female,26,No,No,No,0,No,0,None,Yes,13.9,No,Yes,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,No,36
3951,Male,22,No,Yes,Yes,2,Yes,9,None,Yes,41.18,Yes,Yes,52,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,No,72
3952,Male,38,No,Yes,No,0,Yes,7,None,Yes,22.34,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,8
3953,Female,44,No,No,No,0,No,0,None,Yes,1.85,Yes,Yes,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,No,69
3954,Female,57,No,Yes,No,0,Yes,7,Offer B,Yes,20.79,Yes,Yes,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,No,50
3955,Male,58,No,No,No,0,No,0,None,Yes,15.71,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,10
3956,Female,39,No,Yes,Yes,2,Yes,4,None,Yes,39.59,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,12
3957,Female,46,No,Yes,No,0,Yes,8,None,No,0,No,Yes,26,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,70
3958,Female,31,No,Yes,No,0,Yes,9,None,Yes,36.36,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,66
3959,Female,40,No,Yes,No,0,No,0,None,Yes,38.22,No,Yes,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,71
3960,Male,48,No,Yes,No,0,Yes,2,None,Yes,29.8,No,Yes,14,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,No,72
3961,Female,64,No,Yes,No,0,Yes,10,None,Yes,4.71,No,Yes,29,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,No,71
3962,Male,34,No,Yes,Yes,1,Yes,9,None,Yes,24.22,Yes,Yes,14,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,No,38
3963,Male,62,No,No,No,0,No,0,None,No,0,No,Yes,30,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,No,33
3964,Female,27,No,Yes,No,0,Yes,10,None,No,0,No,Yes,42,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,No,23
3965,Male,54,No,Yes,No,0,Yes,3,Offer B,Yes,27.93,No,No,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,No,58
3966,Male,40,No,Yes,No,0,Yes,2,None,Yes,28.47,No,Yes,5,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,No,4
3967,Male,24,No,Yes,Yes,2,Yes,3,Offer B,Yes,39.03,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,45
3968,Male,26,No,Yes,Yes,2,Yes,2,None,Yes,32.3,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,36
3969,Male,61,No,No,No,0,No,0,Offer B,Yes,27.62,No,Yes,24,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,No,54
3970,Male,33,No,Yes,No,0,Yes,6,None,Yes,13.79,Yes,Yes,17,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,No,23
3971,Female,28,No,Yes,No,0,Yes,8,Offer B,Yes,18.84,Yes,Yes,26,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,No,41
3972,Male,25,No,Yes,No,0,Yes,3,None,No,0,No,Yes,27,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,No,27
3973,Female,50,No,No,No,0,No,0,None,Yes,2.7,No,Yes,14,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,1
3974,Female,55,No,Yes,No,0,Yes,5,None,No,0,No,Yes,30,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,No,67
3975,Female,40,No,Yes,Yes,2,Yes,9,None,Yes,29.06,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,No,56
3976,Male,44,No,Yes,No,0,Yes,7,None,Yes,32.22,Yes,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,No,44
3977,Female,51,No,Yes,No,0,Yes,3,None,Yes,14.69,Yes,Yes,6,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,No,69
3978,Female,48,No,No,No,0,No,0,None,Yes,26.03,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,40
3979,Male,50,No,Yes,Yes,2,Yes,6,None,Yes,12.49,Yes,Yes,19,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,30
3980,Female,38,No,No,No,0,No,0,None,Yes,47.61,No,Yes,12,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,No,11
3981,Female,58,No,No,No,0,No,0,None,Yes,9.74,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,15
3982,Male,35,No,No,No,0,No,0,None,Yes,16.14,No,Yes,8,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,11
3983,Female,47,No,Yes,No,0,Yes,7,None,Yes,23.25,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,No,64
3984,Female,42,No,No,Yes,3,No,0,None,Yes,2.98,No,Yes,26,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,No,1
3985,Female,26,No,No,No,0,No,0,Offer D,Yes,20.11,No,Yes,73,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One Year,No,Credit Card,No,15
3986,Female,32,No,No,No,0,No,0,None,Yes,16.11,Yes,Yes,18,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,No,60
3987,Male,57,No,No,No,0,No,0,None,Yes,21.61,No,Yes,27,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,No,56
3988,Female,31,No,No,No,0,No,0,None,Yes,11.46,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,8
3989,Female,19,No,Yes,No,0,Yes,6,None,Yes,28.42,Yes,Yes,41,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,No,49
3990,Male,51,No,No,No,0,No,0,Offer A,Yes,14.63,Yes,Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,70
3991,Female,25,No,Yes,No,0,Yes,6,Offer A,Yes,24.85,Yes,Yes,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,72
3992,Female,42,No,No,No,0,No,0,None,Yes,22.89,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,No,40
3993,Male,44,No,No,Yes,3,No,0,Offer E,Yes,42.55,No,Yes,25,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,1
3994,Male,33,No,Yes,No,0,Yes,2,None,Yes,9.81,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,30
3995,Male,20,No,No,Yes,1,No,0,Offer E,Yes,33.28,No,Yes,69,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,No,3
3996,Female,37,No,No,No,0,No,0,Offer E,Yes,45.74,No,Yes,30,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,No,5
3997,Female,49,No,Yes,Yes,2,Yes,6,Offer A,Yes,2.71,Yes,Yes,20,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,72
3998,Female,27,No,Yes,No,0,Yes,5,None,Yes,29.66,Yes,Yes,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,No,54
3999,Male,57,No,Yes,No,0,Yes,2,Offer A,Yes,10.97,Yes,Yes,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,No,72
4000,Male,53,No,Yes,Yes,1,Yes,5,Offer A,Yes,21.56,Yes,Yes,17,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,No,69
4001,Female,58,No,No,No,0,No,0,None,Yes,13.03,No,Yes,5,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Credit Card,No,48
4002,Female,54,No,Yes,No,0,Yes,4,Offer E,Yes,9.88,Yes,Yes,4,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,No,8
4003,Male,59,No,Yes,No,0,Yes,7,Offer A,Yes,46.53,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,71
4004,Male,40,No,Yes,No,0,Yes,8,Offer A,Yes,31.41,No,Yes,23,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,No,67
4005,Male,28,No,Yes,Yes,2,Yes,9,None,Yes,42.74,Yes,Yes,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,34
4006,Female,53,No,No,No,0,No,0,Offer E,Yes,34.76,No,Yes,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,3
4007,Female,37,No,Yes,No,0,Yes,2,None,Yes,42.39,No,Yes,16,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,No,9
4008,Male,23,No,Yes,Yes,3,Yes,1,Offer A,Yes,14.14,No,Yes,59,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,71
4009,Male,34,No,No,No,0,No,0,None,Yes,30.77,Yes,Yes,10,No,No,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,No,57
4010,Male,36,No,No,No,0,No,0,Offer A,No,0,No,Yes,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,72
4011,Male,28,No,No,No,0,No,0,Offer D,Yes,38.73,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,No,18
4012,Male,20,No,Yes,Yes,2,No,0,None,Yes,22.83,Yes,Yes,47,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,No,43
4013,Female,62,No,Yes,No,0,Yes,2,Offer A,Yes,1.72,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,72
4014,Male,61,No,Yes,No,0,Yes,10,None,Yes,13.39,Yes,Yes,20,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,No,35
4015,Male,28,No,No,No,0,No,0,None,Yes,45.37,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,4
4016,Female,23,No,Yes,Yes,2,Yes,8,None,Yes,33.65,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,49
4017,Female,61,No,Yes,Yes,2,Yes,5,Offer A,Yes,36.5,Yes,Yes,19,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,No,71
4018,Male,44,No,Yes,Yes,1,Yes,9,Offer D,Yes,38.48,No,Yes,19,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,11
4019,Male,39,No,Yes,No,0,Yes,6,None,Yes,44.55,Yes,Yes,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,63
4020,Female,60,No,No,Yes,3,No,0,None,Yes,31.7,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,49
4021,Female,30,No,Yes,Yes,2,Yes,1,None,Yes,28.55,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,4
4022,Female,21,No,Yes,No,0,Yes,2,Offer A,Yes,11.85,Yes,Yes,82,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,No,72
4023,Female,47,No,No,No,0,No,0,None,Yes,38.94,Yes,Yes,7,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,No,57
4024,Male,52,No,Yes,Yes,2,Yes,2,None,Yes,9.31,Yes,Yes,19,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,No,28
4025,Female,56,No,Yes,No,0,Yes,10,None,Yes,3.6,Yes,No,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,No,25
4026,Female,49,No,Yes,No,0,Yes,1,None,Yes,6.56,No,Yes,11,Yes,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,No,47
4027,Female,35,No,Yes,Yes,1,Yes,3,None,Yes,1.54,Yes,Yes,15,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,No,57
4028,Male,24,No,No,No,0,No,0,None,Yes,41.29,No,Yes,51,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,5
4029,Male,48,No,Yes,Yes,2,No,0,Offer A,Yes,8.53,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,No,72
4030,Female,43,No,Yes,Yes,3,Yes,3,None,No,0,No,Yes,22,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,No,48
4031,Female,46,No,Yes,No,0,Yes,8,Offer A,Yes,23.14,Yes,Yes,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,No,68
4032,Female,22,No,No,No,0,No,0,None,Yes,42.49,Yes,Yes,73,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,No,30
4033,Female,61,No,Yes,No,0,Yes,2,None,Yes,2.66,No,Yes,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,No,3
4034,Female,57,No,No,Yes,2,No,0,None,Yes,27.37,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,4
4035,Female,58,No,Yes,Yes,2,Yes,9,Offer A,Yes,27.26,Yes,Yes,12,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,71
4036,Male,43,No,Yes,No,0,Yes,6,None,Yes,23.18,Yes,No,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,No,8
4037,Male,24,No,Yes,Yes,1,Yes,3,None,No,0,No,Yes,76,Yes,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,No,61
4038,Male,31,No,Yes,Yes,3,Yes,7,Offer A,Yes,8.51,Yes,Yes,24,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,72
4039,Female,29,No,No,No,0,No,0,None,Yes,48.49,Yes,Yes,85,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,5
4040,Female,37,No,No,No,0,No,0,None,Yes,20.45,No,Yes,23,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,No,49
4041,Male,28,No,No,No,0,No,0,Offer E,Yes,22.15,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,8
4042,Male,60,No,No,No,0,No,0,Offer E,Yes,49.63,No,Yes,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,3
4043,Male,53,No,Yes,Yes,3,Yes,9,Offer E,Yes,2.68,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,No,9
4044,Male,42,No,Yes,Yes,2,Yes,1,Offer A,Yes,10.9,No,Yes,26,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,No,67
4045,Male,36,No,No,No,0,No,0,Offer B,Yes,24.13,No,Yes,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,No,46
4046,Female,23,No,Yes,No,0,Yes,10,Offer A,Yes,4.71,Yes,Yes,58,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,No,67
4047,Female,54,No,Yes,No,0,Yes,8,Offer B,Yes,3.28,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,No,55
4048,Male,54,No,Yes,No,0,Yes,1,None,Yes,19.11,Yes,Yes,21,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,33
4049,Male,64,No,Yes,Yes,1,Yes,5,Offer B,Yes,20.96,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,No,62
4050,Male,24,No,Yes,Yes,2,Yes,8,Offer B,No,0,No,Yes,47,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,49
4051,Male,37,No,No,No,0,No,0,Offer E,Yes,18.57,No,Yes,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,1
4052,Male,37,No,Yes,No,0,Yes,8,Offer D,Yes,45.57,Yes,Yes,10,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,14
4053,Female,43,No,Yes,No,0,Yes,1,Offer A,Yes,24.89,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,No,72
4054,Male,38,No,No,No,0,No,0,Offer B,Yes,36.54,Yes,Yes,14,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,No,64
4055,Male,29,No,Yes,No,0,Yes,9,Offer A,Yes,3.41,Yes,Yes,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,No,69
4056,Female,30,No,No,No,0,No,0,Offer E,Yes,43.84,Yes,No,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,No,1
4057,Male,48,No,Yes,Yes,3,Yes,1,Offer A,Yes,15.71,Yes,Yes,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,No,71
4058,Female,34,No,Yes,Yes,2,Yes,1,Offer A,Yes,48.11,No,Yes,27,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,No,66
4059,Male,32,No,No,No,0,No,0,Offer E,Yes,15.16,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,No,2
4060,Male,29,No,No,No,0,No,0,Offer D,Yes,27.84,No,Yes,59,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,No,11
4061,Male,52,No,No,Yes,2,No,0,Offer B,Yes,25.25,No,Yes,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,47
4062,Male,57,No,Yes,Yes,1,Yes,1,Offer B,Yes,2.83,Yes,Yes,19,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,No,60
4063,Male,22,No,No,No,0,No,0,Offer D,Yes,33.48,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,No,11
4064,Female,47,No,No,No,0,No,0,None,No,0,No,Yes,28,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,No,29
4065,Male,23,No,Yes,Yes,9,Yes,1,Offer D,No,0,No,Yes,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,No,21
